Patient_ID,Akkermansia,Faecalibacterium,Roseburia,Bifidobacterium,Bacteroides,Prevotella,Ruminococcus,Blautia,Collinsella,Escherichia_Shigella,Coprococcus,Alistipes,Subdoligranulum,Enterococcus,Eubacterium,Parabacteroides,Lactobacillus,Klebsiella,Streptococcus,Eggerthella,Other_Taxa
P09000,0.374,7.936,1.88,2.822,23.094,8.7,3.138,9.358,3.398,10.454,0.896,3.056,0.298,0.442,1.398,2.446,2.616,4.886,1.308,0.196,11.304
P09001,4.324,12.878,6.816,8.362,13.17,11.372,3.0,11.214,1.442,0.166,0.886,6.168,2.734,1.02,1.494,3.446,0.472,0.484,0.74,0.164,9.648
P09002,3.018,13.55,3.576,3.788,24.376,7.868,4.302,4.138,2.572,2.706,3.354,1.242,3.658,0.38,4.762,0.966,2.334,0.854,0.564,0.148,11.844
P09003,2.564,13.73,5.926,8.844,23.256,3.334,3.014,7.266,0.692,3.294,3.976,1.622,3.062,0.686,0.936,1.346,3.324,1.066,0.092,0.356,11.614
P09004,2.814,11.824,2.55,8.916,18.3,6.35,1.914,11.578,1.97,1.064,3.098,4.534,3.038,0.122,1.378,2.242,4.774,0.442,2.556,0.062,10.474
P09005,1.882,7.104,3.662,8.888,19.94,6.78,4.29,8.812,7.65,1.86,0.28,4.334,1.126,0.056,1.178,5.13,0.74,1.046,1.258,0.028,13.956
P09006,1.748,7.318,6.67,6.878,20.284,7.864,3.614,9.358,2.598,2.82,3.616,1.058,3.094,0.226,0.088,0.572,0.764,0.49,1.298,1.418,18.224
P09007,7.864,7.782,1.564,3.784,14.444,6.424,8.606,10.41,1.576,4.228,2.644,2.128,0.452,1.218,0.252,3.418,2.812,2.756,3.576,2.94,11.122
P09008,2.768,5.27,6.45,5.952,24.508,5.326,1.228,10.84,5.508,1.63,2.828,4.0,1.624,0.812,3.752,1.198,1.264,0.688,0.312,1.47,12.572
P09009,4.806,16.964,1.038,3.166,32.112,4.436,2.078,6.664,3.51,0.214,5.88,2.754,4.222,0.526,1.3,0.68,0.918,1.046,1.784,0.06,5.842
P09010,0.56,3.128,2.432,9.278,14.232,11.182,4.262,10.028,2.552,1.78,5.324,1.926,8.032,3.054,0.664,1.04,3.668,0.85,1.262,0.47,14.276
P09011,2.268,12.002,4.134,1.088,14.798,8.622,4.64,16.994,2.622,2.448,1.474,5.396,2.79,2.184,1.726,0.802,1.542,1.082,1.494,0.862,11.032
P09012,,,,,,,,,,,,,,,,,,,,,
P09013,5.088,15.962,2.214,9.242,25.978,7.79,1.556,5.652,1.958,0.63,2.458,3.04,0.798,0.094,3.29,1.116,3.464,0.484,0.302,1.638,7.246
P09014,4.06,5.852,5.274,5.578,18.842,6.704,2.842,8.564,4.4,4.418,1.782,5.9,1.534,0.026,4.322,3.414,0.018,0.66,1.238,0.358,14.214
P09015,3.702,13.992,3.138,4.484,24.874,4.358,1.938,5.696,5.888,4.732,1.218,2.182,1.032,0.864,1.914,0.826,1.746,0.182,0.954,2.504,13.776
P09016,2.212,10.766,3.276,6.698,17.308,4.864,4.086,7.918,7.094,0.924,3.172,3.03,1.334,0.106,8.606,0.86,0.716,0.03,3.726,0.092,13.182
P09017,3.344,8.604,10.31,6.916,10.906,11.174,4.626,8.944,3.93,0.224,2.848,2.76,2.828,0.904,0.61,2.292,2.21,1.164,1.09,0.012,14.304
P09018,3.422,6.364,0.422,7.222,21.918,7.94,2.63,7.846,5.048,1.108,1.486,2.478,2.14,3.802,0.93,0.592,2.05,1.344,3.952,0.504,16.802
P09019,3.138,13.112,2.824,5.94,32.65,10.094,1.522,4.79,1.898,0.708,2.592,2.158,2.112,0.216,5.326,1.446,0.766,1.16,0.356,0.298,6.894
P09020,5.486,11.908,9.208,3.496,16.5,3.682,2.788,16.06,2.194,1.18,4.438,4.3,1.67,0.05,5.442,0.196,0.318,0.48,0.268,1.206,9.13
P09021,1.976,1.894,4.898,3.074,29.648,7.816,1.894,8.668,2.98,5.054,1.256,0.936,5.054,2.766,1.838,1.022,3.848,0.862,1.218,1.38,11.918
P09022,4.57,4.736,2.976,1.972,18.694,11.594,4.702,12.728,1.694,4.198,4.382,0.32,2.946,2.242,3.832,1.598,0.918,2.988,3.136,0.24,9.534
P09023,2.83,13.326,4.404,12.008,12.752,7.41,2.612,11.61,4.138,2.014,1.116,0.362,3.938,0.356,3.706,2.368,0.052,1.296,1.712,0.064,11.926
P09024,1.96,7.468,2.454,1.194,18.252,10.894,2.682,9.252,1.814,0.292,6.228,11.378,4.478,2.214,2.914,4.196,0.686,0.028,0.412,0.088,11.116
P09025,1.804,2.32,0.426,10.638,33.906,9.794,0.73,4.242,7.32,2.098,1.922,1.228,0.698,4.104,2.188,0.942,0.41,0.934,3.504,2.586,8.206
P09026,2.988,10.736,7.11,8.684,19.564,4.902,3.88,8.894,0.594,1.198,4.804,5.46,1.3,0.192,0.504,1.92,0.69,0.694,4.826,0.956,10.104
P09027,3.136,10.498,2.922,2.794,20.406,14.852,2.866,9.302,1.474,0.146,1.92,8.056,3.496,0.408,1.03,2.724,3.376,0.968,0.798,1.462,7.366
P09028,3.39,8.076,4.974,9.684,21.826,11.572,2.38,10.492,4.136,0.92,4.07,3.916,3.082,0.866,0.684,2.934,0.548,0.754,0.364,0.126,5.206
P09029,8.126,12.522,8.988,1.052,13.538,9.184,7.108,3.752,2.796,0.364,2.064,6.216,0.306,0.086,2.324,1.86,6.86,0.78,0.474,0.678,10.922
P09030,0.836,2.592,3.27,9.32,24.468,9.208,3.282,5.712,2.722,3.62,2.016,2.816,3.45,2.752,0.134,3.208,2.416,2.352,4.956,0.116,10.754
P09031,1.8781,11.6647,6.3184,4.7543,15.6109,6.0724,4.5423,14.3329,2.4261,0.084,2.1901,1.0541,5.0143,0.0,2.1301,2.3601,1.5861,0.8821,2.7122,0.17,14.2169
P09032,0.392,4.122,2.042,6.188,16.672,6.662,1.836,11.282,2.84,2.106,8.606,2.452,1.956,2.906,2.48,1.286,3.946,0.634,2.442,0.754,18.396
P09033,0.932,10.908,1.67,7.97,12.252,8.38,1.008,9.476,2.574,2.13,4.314,11.04,0.764,0.186,5.422,4.234,3.534,0.514,2.292,0.412,9.988
P09034,3.168,8.32,8.628,10.794,16.586,3.724,1.39,4.954,6.182,2.652,1.514,6.206,1.076,1.808,2.55,5.262,1.834,1.304,0.98,0.064,11.004
P09035,1.028,6.538,4.72,2.72,23.92,3.912,2.576,17.048,1.792,1.374,8.22,0.286,4.49,1.284,1.136,0.96,6.07,1.496,0.808,0.274,9.348
P09036,2.922,6.976,7.208,3.2,22.12,8.478,4.78,6.4,1.59,0.218,4.996,2.07,5.478,1.354,2.64,6.552,1.522,0.978,2.298,0.204,8.016
P09037,,,,,,,,,,,,,,,,,,,,,
P09038,2.75,4.582,6.346,6.054,22.548,6.984,2.404,5.668,3.9,1.114,4.202,4.858,3.832,1.172,1.7,1.968,0.81,1.092,2.48,1.008,14.528
P09039,4.686,7.636,6.882,4.278,13.822,1.636,2.208,7.086,1.15,0.012,5.476,6.836,0.442,0.624,0.532,2.074,1.642,0.102,2.7,1.072,29.104
P09040,2.628,9.532,1.754,5.15,17.808,10.224,0.698,9.586,3.166,0.964,1.708,0.984,2.88,0.144,3.604,1.384,0.362,7.002,2.534,1.188,16.7
P09041,2.462,15.492,6.342,4.474,13.402,5.856,7.728,5.64,3.18,0.742,8.22,2.37,7.422,0.058,0.458,3.086,1.684,0.032,1.684,0.062,9.606
P09042,2.77,13.908,3.594,6.78,19.61,4.748,2.456,4.13,1.63,3.124,1.596,3.984,8.942,3.888,1.34,0.576,0.444,0.366,2.362,1.4,12.352
P09043,8.896,13.666,2.542,5.7,17.992,3.372,4.65,6.306,4.426,1.012,2.068,3.672,4.098,1.25,1.416,1.974,0.554,1.876,0.774,0.076,13.68
P09044,4.114,6.826,5.744,3.788,24.924,7.854,4.794,4.5,2.032,1.068,3.72,3.254,5.414,3.28,4.206,0.872,1.11,0.03,0.514,0.156,11.8
P09045,2.9,16.442,6.342,2.32,16.344,4.182,5.162,7.896,3.36,0.964,2.402,3.07,9.028,0.03,2.378,2.812,2.024,0.068,1.876,0.234,10.166
P09046,7.414,10.734,3.266,7.672,15.318,2.01,3.332,8.898,4.164,1.042,0.758,3.924,4.686,1.94,3.202,0.78,0.994,1.084,3.256,1.704,13.822
P09047,1.186,21.334,3.702,0.792,19.294,9.788,3.09,7.392,3.132,0.654,2.186,0.454,2.858,1.36,0.692,0.474,1.98,0.406,2.976,2.606,13.644
P09048,0.576,6.268,2.8,3.92,21.68,10.75,3.86,5.75,5.486,1.024,0.596,3.972,4.98,0.602,1.656,1.182,1.412,0.496,0.74,2.562,19.688
P09049,1.526,10.418,1.54,11.438,20.514,5.776,4.794,7.756,4.192,0.544,1.93,1.906,1.998,0.416,4.172,0.998,4.708,1.382,2.066,0.31,11.616
P09050,2.454,8.792,2.464,1.512,38.54,7.416,3.086,5.748,1.958,4.176,0.466,2.86,1.632,2.976,1.36,2.392,1.906,0.24,3.158,2.746,4.118
P09051,0.9581,15.7713,5.6525,10.0988,13.4431,6.1985,2.8982,7.4506,3.7003,0.568,1.4081,1.3941,3.9743,0.6,0.47,2.2882,1.1861,0.57,0.094,0.0,21.2757
P09052,2.08,3.216,4.208,0.466,17.308,11.492,2.15,15.798,2.568,4.148,3.448,1.712,0.574,1.332,0.912,3.366,0.348,4.786,8.414,0.472,11.202
P09053,5.27,9.276,2.232,5.874,21.41,7.684,4.378,9.262,4.954,1.856,4.09,1.754,1.518,0.066,0.574,3.434,5.936,1.406,2.598,0.088,6.34
P09054,0.652,3.488,2.334,6.476,27.322,5.48,6.228,7.232,2.28,6.328,6.0,0.934,1.138,0.618,1.674,2.384,0.192,4.412,0.428,3.042,11.358
P09055,4.616,7.456,2.538,2.258,20.302,13.108,8.982,5.61,4.772,1.656,1.112,7.248,0.774,0.148,1.954,2.436,0.376,0.118,2.284,0.09,12.162
P09056,7.492,15.982,2.562,2.74,16.952,5.66,2.308,12.184,6.064,4.556,2.324,1.604,1.338,0.166,0.118,2.118,1.106,0.366,0.26,1.654,12.446
P09057,2.868,11.552,3.6,6.92,15.606,8.644,3.216,5.548,2.654,5.8,1.894,4.54,2.248,4.064,0.194,3.424,1.212,0.266,2.144,3.122,10.484
P09058,3.75,4.018,4.858,4.396,23.564,6.01,4.362,10.49,1.11,2.21,1.032,0.678,1.998,3.6,1.644,7.366,2.652,0.744,2.3,1.754,11.464
P09059,3.642,5.834,3.154,3.29,29.166,3.188,3.268,11.006,6.206,2.782,1.242,1.984,0.252,1.504,0.732,2.944,1.808,0.846,2.022,3.014,12.116
P09060,2.208,6.052,5.018,3.77,24.352,5.944,4.23,6.878,1.192,4.3,2.876,2.734,1.126,0.238,0.646,4.15,0.526,0.272,1.092,0.722,21.674
P09061,4.2,5.272,6.338,3.89,22.136,4.844,7.16,3.672,4.15,3.968,3.332,2.954,3.33,2.842,1.112,3.37,1.65,1.118,1.224,2.108,11.33
P09062,2.764,10.886,3.444,4.252,14.61,8.984,1.878,13.568,5.14,1.49,2.804,0.764,5.818,1.228,1.572,1.544,1.14,4.698,1.25,0.548,11.618
P09063,2.344,6.932,5.04,2.728,19.994,11.794,3.788,9.454,2.326,6.344,3.004,0.222,3.166,0.488,1.87,3.786,0.244,1.41,1.118,0.44,13.508
P09064,2.482,13.538,7.302,9.644,13.77,6.552,7.726,4.398,6.25,0.444,2.54,1.64,3.85,0.226,0.844,1.624,3.884,0.236,0.34,0.386,12.324
P09065,3.66,6.938,0.994,2.54,19.48,4.442,5.026,4.038,9.916,1.446,0.792,0.256,2.442,2.348,7.096,1.372,0.292,2.286,9.236,2.644,12.756
P09066,2.352,17.678,5.654,5.026,22.514,6.706,3.812,6.544,0.308,1.346,1.582,2.178,1.03,1.06,6.366,0.984,1.67,0.76,2.04,0.0,10.39
P09067,3.314,8.29,1.34,4.676,18.418,8.036,4.558,10.138,0.998,2.196,1.282,3.262,2.634,2.43,3.292,3.846,1.848,1.192,3.03,0.236,14.984
P09068,0.94,2.978,3.25,6.036,12.112,15.01,3.392,14.668,4.21,2.584,1.49,2.394,2.268,5.982,0.356,0.454,0.998,1.736,4.072,2.744,12.326
P09069,1.548,11.956,3.48,6.598,21.048,5.072,2.68,10.374,2.812,2.474,0.218,2.36,0.396,0.436,2.212,1.04,1.048,3.69,4.834,0.828,14.896
P09070,3.5901,18.1124,3.0561,9.5502,18.5324,6.2281,8.9862,2.404,1.676,2.456,0.546,3.7301,1.992,0.288,1.86,1.44,2.6001,0.956,1.972,0.0,10.0242
P09071,3.234,4.556,4.77,5.898,22.622,4.146,2.72,13.86,2.234,2.152,8.292,1.998,2.896,0.048,0.832,0.924,3.146,2.688,0.69,0.92,11.374
P09072,2.148,6.688,7.05,9.126,16.126,4.586,3.254,6.214,1.526,1.254,0.404,2.192,1.064,0.294,2.384,5.754,4.734,0.928,1.744,0.396,22.134
P09073,3.828,10.138,4.714,6.57,17.382,6.784,6.584,4.602,2.744,4.116,3.844,1.764,1.614,3.002,2.772,2.428,0.896,0.7,2.236,0.916,12.366
P09074,4.3924,16.8253,2.5322,4.5364,21.9478,5.1884,4.6564,11.4989,2.8042,0.9641,2.4142,0.7601,1.8721,0.524,1.9602,0.7661,1.7981,0.06,0.376,0.0,14.1231
P09075,4.788,13.922,4.826,2.702,16.692,12.882,2.508,2.406,1.396,1.038,5.75,0.678,2.638,3.894,5.61,6.472,0.88,0.048,1.496,0.134,9.24
P09076,1.036,11.16,1.252,0.942,29.316,12.936,2.872,12.178,2.366,2.902,1.504,4.464,1.486,0.998,1.008,1.048,0.78,1.134,1.698,3.85,5.07
P09077,7.216,10.964,1.51,5.544,16.434,7.638,2.366,15.096,1.736,2.148,1.942,0.766,7.046,0.326,0.468,2.872,1.276,1.546,4.136,0.376,8.594
P09078,,,,,,,,,,,,,,,,,,,,,
P09079,2.986,3.694,4.728,6.756,22.198,4.314,4.806,7.304,3.046,3.13,5.416,3.446,5.9,1.872,1.774,2.812,0.648,0.472,3.84,1.132,9.726
P09080,2.736,11.556,11.584,3.376,25.862,8.118,3.634,8.284,0.524,0.986,1.996,1.106,2.516,0.16,0.882,2.654,0.874,0.624,0.948,0.058,11.522
P09081,,,,,,,,,,,,,,,,,,,,,
P09082,1.02,10.714,2.694,4.226,33.468,2.196,7.18,9.402,1.116,0.968,2.232,1.438,0.902,1.82,4.182,1.732,1.43,0.13,3.098,0.646,9.406
P09083,3.906,14.036,1.572,7.272,18.962,12.384,2.13,2.716,7.874,0.06,1.722,0.58,3.422,0.992,0.306,2.374,4.542,0.37,2.086,0.128,12.566
P09084,,,,,,,,,,,,,,,,,,,,,
P09085,2.38,9.408,3.936,4.594,24.976,2.7,1.076,10.822,1.538,1.288,4.92,8.152,1.748,0.458,2.882,1.11,1.626,0.9,6.594,0.92,7.972
P09086,1.632,10.428,2.202,1.982,17.736,4.734,4.534,10.356,2.426,0.108,2.684,2.842,5.924,1.302,1.628,0.12,5.664,0.306,8.674,0.472,14.246
P09087,1.616,8.676,3.06,2.28,24.704,4.468,2.402,12.042,0.542,2.806,3.518,2.328,4.306,0.638,3.42,4.418,3.522,0.246,0.1,0.166,14.742
P09088,3.678,20.234,4.906,8.524,11.54,3.546,5.32,10.094,2.948,4.408,3.168,1.6,2.032,0.136,0.97,1.636,0.614,0.098,4.206,0.86,9.482
P09089,8.05,6.052,2.076,3.728,19.874,15.392,5.398,8.11,1.31,0.512,2.718,0.998,2.824,1.52,4.504,3.208,1.98,0.208,4.188,0.238,7.112
P09090,1.53,7.314,2.81,8.212,21.342,4.592,2.554,11.036,4.048,3.828,2.656,2.3,3.032,0.228,2.016,4.944,0.34,0.45,2.748,0.172,13.848
P09091,1.356,9.534,3.594,6.384,23.954,4.652,3.924,6.636,5.992,2.146,1.706,2.388,1.126,3.478,0.5,0.696,0.956,1.354,4.468,0.012,15.144
P09092,1.32,13.01,6.796,6.162,13.74,7.384,5.074,10.992,1.228,0.182,2.654,3.382,5.818,6.33,1.252,6.19,1.086,0.832,0.666,0.312,5.59
P09093,3.6082,17.6091,2.2241,4.5323,21.9193,6.1124,5.0023,6.1424,1.7441,1.7061,3.9042,7.3184,1.8661,1.1461,1.3881,0.682,2.4841,0.0,1.0981,0.792,8.7205
P09094,2.648,13.498,5.358,6.038,11.618,7.948,4.1,15.028,4.248,1.142,2.51,1.394,2.636,0.796,4.234,1.406,0.56,0.386,1.368,0.36,12.724
P09095,,,,,,,,,,,,,,,,,,,,,
P09096,,,,,,,,,,,,,,,,,,,,,
P09097,7.054,6.528,3.976,2.322,16.028,13.228,6.862,4.142,3.974,1.582,0.696,1.348,1.624,3.836,1.94,3.33,1.542,0.412,4.22,2.024,13.332
P09098,3.9,19.09,5.436,3.494,17.658,11.762,7.75,5.25,5.664,0.266,2.028,1.696,3.786,1.0,1.218,1.174,1.142,0.186,0.302,0.274,6.924
P09099,4.062,6.334,3.744,6.758,16.716,5.342,8.286,10.858,2.11,0.668,3.576,2.77,2.434,1.016,0.756,4.386,2.226,0.136,2.82,0.34,14.662
P09100,3.182,3.642,2.814,7.654,19.836,4.478,1.36,8.748,3.536,5.986,0.702,0.422,3.47,2.08,0.356,6.07,4.988,0.304,5.162,2.85,12.36
P09101,,,,,,,,,,,,,,,,,,,,,
P09102,,,,,,,,,,,,,,,,,,,,,
P09103,0.248,21.534,3.11,6.956,9.798,12.136,3.03,10.61,1.794,1.374,0.856,2.206,2.9,3.656,0.674,5.58,0.95,2.296,0.428,0.35,9.514
P09104,1.938,7.858,3.99,6.274,25.138,9.31,2.622,7.328,1.822,4.398,2.728,1.952,5.342,0.574,1.356,3.856,0.986,0.74,2.2,0.454,9.134
P09105,2.366,5.65,7.04,6.058,11.156,15.496,5.962,5.238,7.354,0.564,1.95,3.622,4.406,0.392,0.436,7.168,0.706,0.112,5.044,0.02,9.26
P09106,3.31,4.284,1.626,6.834,24.348,7.726,4.454,10.426,2.91,0.412,2.896,3.176,3.898,0.478,3.786,0.496,1.748,0.084,2.048,3.246,11.814
P09107,,,,,,,,,,,,,,,,,,,,,
P09108,2.932,10.45,3.422,4.026,18.358,8.468,3.238,5.956,2.522,2.382,0.924,6.604,2.29,1.77,2.396,5.012,1.15,0.358,0.456,0.106,17.18
P09109,0.098,4.464,1.242,6.892,20.856,13.424,1.964,6.304,3.83,4.006,0.74,2.186,2.144,1.352,3.762,1.058,2.104,10.78,2.616,1.512,8.666
P09110,4.608,7.692,10.166,4.554,14.552,10.416,2.316,7.446,0.766,0.408,5.4,0.896,1.826,0.304,5.308,2.542,0.602,0.208,1.642,0.01,18.338
P09111,5.624,7.808,5.244,5.986,13.586,3.966,4.448,10.216,2.804,0.858,1.542,2.92,3.932,1.446,1.02,2.95,0.582,2.222,7.118,0.402,15.326
P09112,2.048,6.056,1.706,3.46,27.138,10.854,2.578,9.656,4.03,1.942,2.894,2.776,0.944,0.638,0.54,1.472,0.908,1.2,3.946,3.042,12.172
P09113,2.868,4.408,2.74,3.666,31.952,10.558,3.574,6.41,1.002,3.448,3.012,0.754,0.204,0.198,1.548,3.856,1.434,1.028,0.764,0.33,16.246
P09114,1.012,6.388,1.116,5.726,15.202,8.01,4.704,14.674,4.096,5.726,1.868,0.578,3.254,3.096,3.77,0.506,0.888,1.768,0.988,1.05,15.58
P09115,5.9982,11.7805,5.1022,5.9622,21.0128,3.5421,3.5401,11.2224,3.7842,0.272,3.4421,1.6281,5.5162,0.0,0.458,3.0161,1.6861,0.086,1.7741,0.19,9.9864
P09116,,,,,,,,,,,,,,,,,,,,,
P09117,3.172,16.05,5.62,5.57,12.132,11.034,0.81,7.744,0.43,0.218,8.368,6.51,3.842,1.132,0.126,2.396,1.418,0.43,3.794,0.178,9.026
P09118,0.65,8.802,3.448,6.512,21.604,4.84,5.324,10.676,3.93,0.576,6.888,2.834,1.308,0.822,0.694,2.258,0.486,0.194,5.066,0.188,12.9
P09119,0.9521,8.9487,1.8041,7.7846,14.1331,11.6549,3.5283,13.3991,0.288,1.2061,4.7384,2.7042,5.8745,0.9861,1.4561,4.8364,1.9702,0.422,1.0901,0.0,12.223
P09120,3.744,10.416,7.864,5.458,15.27,4.55,5.29,6.286,6.626,2.174,4.578,3.74,4.59,0.268,0.368,1.8,0.038,0.2,0.84,2.792,13.108
P09121,1.318,14.63,1.198,5.732,16.004,8.516,2.478,9.922,2.01,2.852,5.208,0.744,1.954,1.238,2.464,1.238,2.806,1.486,0.218,2.666,15.318
P09122,3.19,13.568,4.046,5.08,15.91,6.892,1.498,12.188,6.32,2.922,2.708,3.63,0.384,3.13,0.07,1.674,1.536,0.1,0.986,0.068,14.1
P09123,2.754,7.84,5.394,3.152,19.34,6.752,4.096,9.85,5.556,2.186,5.298,0.826,7.622,2.104,1.032,1.552,1.95,0.376,3.0,0.392,8.928
P09124,,,,,,,,,,,,,,,,,,,,,
P09125,1.508,2.236,9.304,5.596,18.186,10.292,3.554,7.834,2.56,2.122,2.266,5.154,1.288,4.886,4.174,1.67,0.8,1.322,2.444,4.53,8.274
P09126,2.3,14.784,6.606,7.874,20.906,2.866,2.176,9.86,4.094,3.974,1.332,4.858,0.528,0.088,2.216,1.008,1.392,2.122,1.898,0.258,8.86
P09127,,,,,,,,,,,,,,,,,,,,,
P09128,3.252,8.034,2.688,6.02,18.16,5.866,6.274,14.584,3.288,3.746,2.09,2.976,0.522,0.394,0.67,2.08,1.324,0.142,1.726,0.288,15.876
P09129,1.334,11.226,7.726,6.36,20.356,7.938,5.832,8.196,1.574,1.366,1.344,1.336,5.172,0.656,5.016,2.614,0.61,1.6,1.464,0.018,8.262
P09130,3.216,8.366,3.012,4.714,22.768,5.64,2.436,9.586,4.29,1.338,5.854,3.262,1.454,1.562,0.226,3.272,0.928,2.492,5.846,0.938,8.8
P09131,0.68,3.812,5.608,4.114,24.094,3.358,7.014,12.552,5.628,2.926,4.652,5.586,2.254,1.29,0.676,0.728,1.184,1.674,2.154,0.99,9.026
P09132,5.598,19.262,3.428,8.718,15.828,7.486,5.03,6.936,0.34,1.868,3.702,1.734,2.03,0.182,4.776,2.88,1.264,0.382,3.022,0.664,4.87
P09133,0.406,8.7904,7.2103,7.6003,23.1989,9.5184,3.1061,7.6583,3.7081,0.704,2.2741,2.6361,5.5862,1.9581,2.6521,2.8801,2.2681,1.246,2.0121,0.0,4.5862
P09134,4.346,8.634,0.958,4.914,19.412,3.83,0.972,8.594,1.742,2.882,4.286,1.852,3.028,1.626,0.02,1.96,7.342,1.194,1.25,2.846,18.312
P09135,1.574,13.986,1.994,4.18,28.088,5.112,2.696,5.664,2.386,0.24,6.846,2.232,4.686,0.43,1.922,4.538,0.704,0.038,0.24,2.448,9.996
P09136,0.612,2.638,2.756,1.278,21.308,3.706,2.422,6.394,4.0,12.69,1.162,3.892,2.792,1.416,0.078,2.842,4.36,3.504,5.232,2.354,14.564
P09137,4.098,3.898,1.328,2.236,37.182,14.872,1.114,6.482,2.56,3.912,1.844,4.006,1.836,2.846,0.494,1.638,0.064,1.56,3.192,0.034,4.804
P09138,5.808,11.526,4.312,4.994,11.998,3.726,2.85,14.754,5.694,2.384,1.384,1.932,2.212,2.16,1.838,3.926,0.204,1.464,1.276,0.764,14.794
P09139,10.962,7.936,4.268,2.738,23.458,7.34,0.834,13.54,1.034,0.866,0.98,1.606,2.908,1.522,1.798,1.076,3.448,0.732,1.72,4.508,6.726
P09140,4.66,5.468,2.29,4.616,19.28,12.506,3.712,8.58,5.328,1.856,1.714,3.302,3.136,0.234,1.248,2.032,2.3,0.104,0.87,2.43,14.334
P09141,,,,,,,,,,,,,,,,,,,,,
P09142,3.612,9.104,4.728,2.886,24.91,12.47,2.732,11.61,0.514,1.9,2.748,2.892,1.346,2.7,2.88,1.662,2.642,0.782,0.456,0.114,7.312
P09143,6.224,9.244,3.666,4.168,24.08,6.18,5.328,6.616,1.264,0.62,2.306,2.752,5.722,2.412,6.71,1.756,2.348,0.182,1.148,1.54,5.734
P09144,1.982,9.422,9.36,9.152,19.55,5.208,4.108,8.018,2.518,1.42,2.174,0.738,0.648,1.886,1.31,0.75,2.452,0.588,0.412,0.846,17.458
P09145,1.468,12.228,7.564,4.668,23.636,7.61,1.09,3.7,0.876,1.558,1.614,1.012,6.678,1.34,2.464,1.212,1.006,0.094,1.788,0.056,18.338
P09146,4.48,6.344,6.628,5.958,22.978,12.368,2.306,7.62,5.102,3.814,2.142,1.1,1.254,1.64,0.864,0.94,2.05,3.158,0.902,1.602,6.75
P09147,2.204,11.86,1.56,7.832,21.098,8.574,1.372,8.508,3.5,3.758,3.336,0.356,0.866,0.642,3.976,1.47,0.548,0.36,2.502,1.04,14.638
P09148,3.442,6.11,1.464,5.998,18.22,4.214,2.592,5.988,10.318,2.902,1.954,4.56,4.172,1.692,1.208,0.86,5.348,0.772,1.906,1.156,15.124
P09149,2.248,14.87,1.832,3.088,25.392,4.864,4.35,5.134,0.336,1.568,2.13,4.214,5.404,0.142,5.116,1.82,1.506,0.106,1.272,0.014,14.594
P09150,3.172,4.362,1.664,8.378,16.508,8.516,2.54,10.018,6.642,6.51,2.644,2.712,2.92,3.568,1.018,1.792,2.896,1.456,0.952,2.196,9.536
P09151,3.472,9.358,6.5,7.304,18.942,7.23,4.594,5.468,5.568,2.246,3.19,2.098,1.462,0.69,4.672,1.484,2.166,0.156,4.146,0.058,9.196
P09152,1.3161,10.2768,6.9966,2.7262,22.5938,4.4304,4.2203,13.2451,0.8601,1.1461,4.6064,2.1142,5.0504,1.4681,1.2821,2.0342,2.9002,0.154,1.8681,0.0,10.7109
P09153,1.432,8.966,3.522,2.028,30.612,13.184,2.284,15.296,0.97,1.532,1.524,0.214,5.67,0.472,0.666,0.186,1.228,0.562,0.928,0.27,8.454
P09154,4.932,11.848,7.28,4.028,21.378,3.998,2.564,1.994,0.596,2.106,4.57,5.776,1.544,1.998,1.558,3.35,2.812,0.386,6.738,1.084,9.46
P09155,1.252,14.374,4.45,6.984,21.504,11.456,2.658,7.282,1.834,1.884,5.4,3.858,2.156,1.082,0.626,1.422,1.692,2.652,0.944,0.168,6.322
P09156,4.434,8.302,3.252,2.622,16.424,8.304,1.74,6.794,4.022,1.928,9.59,2.612,3.812,1.194,2.872,0.514,1.282,1.816,4.186,0.826,13.474
P09157,4.75,9.716,2.654,7.218,18.34,8.292,2.542,2.742,1.742,0.68,4.26,3.378,9.232,0.264,2.454,1.656,3.72,2.078,3.696,0.132,10.454
P09158,2.7062,7.1224,4.4503,5.6883,17.479,7.3384,4.1963,11.4007,3.2562,2.0701,3.9822,1.5361,1.5361,0.14,2.0541,1.6761,2.5262,2.7202,2.3881,0.0,15.7329
P09159,,,,,,,,,,,,,,,,,,,,,
P09160,3.216,6.17,2.47,4.668,23.356,3.094,2.754,4.106,2.106,6.406,2.21,4.176,6.56,0.612,1.97,2.29,2.458,0.968,3.744,2.794,13.872
P09161,0.636,8.534,1.716,2.44,35.04,4.55,4.978,9.07,1.364,2.642,3.006,2.4,3.246,0.17,0.102,2.528,1.06,1.528,1.612,1.422,11.956
P09162,1.818,10.268,8.422,3.708,18.886,8.114,2.056,6.222,1.686,2.642,1.894,3.178,1.962,2.908,5.388,2.186,0.092,0.106,4.376,0.318,13.77
P09163,3.35,5.798,5.366,5.484,26.94,2.58,5.936,8.468,5.798,0.44,0.666,7.654,2.174,1.732,0.878,0.956,0.346,0.154,0.392,0.676,14.212
P09164,5.128,6.86,6.492,4.562,18.08,6.29,8.116,12.678,3.578,2.86,1.11,2.93,5.258,0.372,2.008,1.116,1.972,1.126,0.462,0.058,8.944
P09165,1.462,13.23,8.786,2.978,21.34,7.652,5.53,2.512,2.334,2.37,4.954,3.806,1.222,2.232,1.184,2.836,1.224,0.054,3.606,0.418,10.27
